Precinct County Code	Precinct County Name	Precinct Election Number	Precinct Election Date	Precinct Election Name	Precinct Unique Precinct Identifier	Precinct Precinct Polling Location	Precinct Total Registered Voters	Precinct Total Registered Republicans	Precinct Total Registered Democrats	Precinct Total Registered All Other Parties	Contest Contest Name	Contest District	Contest Contest Code	Votes Candidate/Retention/Issue Name/WriteInsCast/OverVotes/UnderVotes	Votes Candidate Party	Votes Candidate Florida Voter Registration System ID Number	Votes DOE Assigned Candidate Number or Retention/Issue Number	Votes Vote Total
LEE	Lee	10218	11/04/2014	2014 General Election	12	POLL 012	2584	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	1
LEE	Lee	10218	11/04/2014	2014 General Election	12	POLL 012	2584	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	37
LEE	Lee	10218	11/04/2014	2014 General Election	13	POLL 013	3858	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	1149
LEE	Lee	10218	11/04/2014	2014 General Election	13	POLL 013	3858	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	683
LEE	Lee	10218	11/04/2014	2014 General Election	13	POLL 013	3858	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	69
LEE	Lee	10218	11/04/2014	2014 General Election	13	POLL 013	3858	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	4
LEE	Lee	10218	11/04/2014	2014 General Election	13	POLL 013	3858	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	13	POLL 013	3858	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	56
LEE	Lee	10218	11/04/2014	2014 General Election	14	POLL 014	1635	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	530
LEE	Lee	10218	11/04/2014	2014 General Election	14	POLL 014	1635	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	371
LEE	Lee	10218	11/04/2014	2014 General Election	14	POLL 014	1635	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	59
LEE	Lee	10218	11/04/2014	2014 General Election	14	POLL 014	1635	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	0
LEE	Lee	10218	11/04/2014	2014 General Election	14	POLL 014	1635	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	14	POLL 014	1635	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	25
LEE	Lee	10218	11/04/2014	2014 General Election	15	POLL 015	2657	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	1020
LEE	Lee	10218	11/04/2014	2014 General Election	15	POLL 015	2657	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	575
LEE	Lee	10218	11/04/2014	2014 General Election	15	POLL 015	2657	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	48
LEE	Lee	10218	11/04/2014	2014 General Election	15	POLL 015	2657	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	4
LEE	Lee	10218	11/04/2014	2014 General Election	15	POLL 015	2657	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	1
LEE	Lee	10218	11/04/2014	2014 General Election	15	POLL 015	2657	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	40
LEE	Lee	10218	11/04/2014	2014 General Election	16	POLL 016	1617	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	653
LEE	Lee	10218	11/04/2014	2014 General Election	16	POLL 016	1617	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	453
LEE	Lee	10218	11/04/2014	2014 General Election	16	POLL 016	1617	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	17
LEE	Lee	10218	11/04/2014	2014 General Election	16	POLL 016	1617	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	0
LEE	Lee	10218	11/04/2014	2014 General Election	16	POLL 016	1617	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	16	POLL 016	1617	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	33
LEE	Lee	10218	11/04/2014	2014 General Election	17	POLL 017	323	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	152
LEE	Lee	10218	11/04/2014	2014 General Election	17	POLL 017	323	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	43
LEE	Lee	10218	11/04/2014	2014 General Election	17	POLL 017	323	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	4
LEE	Lee	10218	11/04/2014	2014 General Election	17	POLL 017	323	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	0
LEE	Lee	10218	11/04/2014	2014 General Election	17	POLL 017	323	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	17	POLL 017	323	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	1
LEE	Lee	10218	11/04/2014	2014 General Election	18	POLL 018	1135	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	573
LEE	Lee	10218	11/04/2014	2014 General Election	18	POLL 018	1135	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	119
LEE	Lee	10218	11/04/2014	2014 General Election	18	POLL 018	1135	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	20
LEE	Lee	10218	11/04/2014	2014 General Election	18	POLL 018	1135	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	1
LEE	Lee	10218	11/04/2014	2014 General Election	18	POLL 018	1135	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	18	POLL 018	1135	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	14
LEE	Lee	10218	11/04/2014	2014 General Election	19	POLL 019	1394	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	326
LEE	Lee	10218	11/04/2014	2014 General Election	19	POLL 019	1394	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	195
LEE	Lee	10218	11/04/2014	2014 General Election	19	POLL 019	1394	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	20
LEE	Lee	10218	11/04/2014	2014 General Election	19	POLL 019	1394	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	0
LEE	Lee	10218	11/04/2014	2014 General Election	19	POLL 019	1394	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	1
LEE	Lee	10218	11/04/2014	2014 General Election	19	POLL 019	1394	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	17
LEE	Lee	10218	11/04/2014	2014 General Election	20	POLL 020	3399	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	921
LEE	Lee	10218	11/04/2014	2014 General Election	20	POLL 020	3399	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	639
LEE	Lee	10218	11/04/2014	2014 General Election	20	POLL 020	3399	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	48
LEE	Lee	10218	11/04/2014	2014 General Election	20	POLL 020	3399	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	3
LEE	Lee	10218	11/04/2014	2014 General Election	20	POLL 020	3399	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	20	POLL 020	3399	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	53
LEE	Lee	10218	11/04/2014	2014 General Election	21	POLL 021	2198	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	816
LEE	Lee	10218	11/04/2014	2014 General Election	21	POLL 021	2198	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	464
LEE	Lee	10218	11/04/2014	2014 General Election	21	POLL 021	2198	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	63
LEE	Lee	10218	11/04/2014	2014 General Election	21	POLL 021	2198	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	1
LEE	Lee	10218	11/04/2014	2014 General Election	21	POLL 021	2198	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	21	POLL 021	2198	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	29
LEE	Lee	10218	11/04/2014	2014 General Election	22	POLL 022	2948	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	1155
LEE	Lee	10218	11/04/2014	2014 General Election	22	POLL 022	2948	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	551
LEE	Lee	10218	11/04/2014	2014 General Election	22	POLL 022	2948	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	32
LEE	Lee	10218	11/04/2014	2014 General Election	22	POLL 022	2948	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	1
LEE	Lee	10218	11/04/2014	2014 General Election	22	POLL 022	2948	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	22	POLL 022	2948	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	40
LEE	Lee	10218	11/04/2014	2014 General Election	23	POLL 023	2505	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	992
LEE	Lee	10218	11/04/2014	2014 General Election	23	POLL 023	2505	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	486
LEE	Lee	10218	11/04/2014	2014 General Election	23	POLL 023	2505	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	34
LEE	Lee	10218	11/04/2014	2014 General Election	23	POLL 023	2505	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	0
LEE	Lee	10218	11/04/2014	2014 General Election	23	POLL 023	2505	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	2
LEE	Lee	10218	11/04/2014	2014 General Election	23	POLL 023	2505	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	40
LEE	Lee	10218	11/04/2014	2014 General Election	24	POLL 024	2553	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	1120
LEE	Lee	10218	11/04/2014	2014 General Election	24	POLL 024	2553	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	367
LEE	Lee	10218	11/04/2014	2014 General Election	24	POLL 024	2553	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	22
LEE	Lee	10218	11/04/2014	2014 General Election	24	POLL 024	2553	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	1
LEE	Lee	10218	11/04/2014	2014 General Election	24	POLL 024	2553	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	24	POLL 024	2553	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	34
LEE	Lee	10218	11/04/2014	2014 General Election	25	POLL 025	3018	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	1298
LEE	Lee	10218	11/04/2014	2014 General Election	25	POLL 025	3018	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	501
LEE	Lee	10218	11/04/2014	2014 General Election	25	POLL 025	3018	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	41
LEE	Lee	10218	11/04/2014	2014 General Election	25	POLL 025	3018	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	1
LEE	Lee	10218	11/04/2014	2014 General Election	25	POLL 025	3018	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	1
LEE	Lee	10218	11/04/2014	2014 General Election	25	POLL 025	3018	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	22
LEE	Lee	10218	11/04/2014	2014 General Election	27	POLL 027	2560	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	1263
LEE	Lee	10218	11/04/2014	2014 General Election	27	POLL 027	2560	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	343
LEE	Lee	10218	11/04/2014	2014 General Election	27	POLL 027	2560	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	35
LEE	Lee	10218	11/04/2014	2014 General Election	27	POLL 027	2560	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	2
LEE	Lee	10218	11/04/2014	2014 General Election	27	POLL 027	2560	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	27	POLL 027	2560	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	40
LEE	Lee	10218	11/04/2014	2014 General Election	28	POLL 028	3568	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	987
LEE	Lee	10218	11/04/2014	2014 General Election	28	POLL 028	3568	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	593
LEE	Lee	10218	11/04/2014	2014 General Election	28	POLL 028	3568	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	51
LEE	Lee	10218	11/04/2014	2014 General Election	28	POLL 028	3568	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	0
LEE	Lee	10218	11/04/2014	2014 General Election	28	POLL 028	3568	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	28	POLL 028	3568	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	56
LEE	Lee	10218	11/04/2014	2014 General Election	29	POLL 029	3561	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	948
LEE	Lee	10218	11/04/2014	2014 General Election	29	POLL 029	3561	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	587
LEE	Lee	10218	11/04/2014	2014 General Election	29	POLL 029	3561	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	41
LEE	Lee	10218	11/04/2014	2014 General Election	29	POLL 029	3561	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	2
LEE	Lee	10218	11/04/2014	2014 General Election	29	POLL 029	3561	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	29	POLL 029	3561	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	50
LEE	Lee	10218	11/04/2014	2014 General Election	30	POLL 030	2227	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	824
LEE	Lee	10218	11/04/2014	2014 General Election	30	POLL 030	2227	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	464
LEE	Lee	10218	11/04/2014	2014 General Election	30	POLL 030	2227	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	34
LEE	Lee	10218	11/04/2014	2014 General Election	30	POLL 030	2227	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	2
LEE	Lee	10218	11/04/2014	2014 General Election	30	POLL 030	2227	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	0
LEE	Lee	10218	11/04/2014	2014 General Election	30	POLL 030	2227	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	38
LEE	Lee	10218	11/04/2014	2014 General Election	31	POLL 031	3095	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	884
LEE	Lee	10218	11/04/2014	2014 General Election	31	POLL 031	3095	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	679
LEE	Lee	10218	11/04/2014	2014 General Election	31	POLL 031	3095	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	67
LEE	Lee	10218	11/04/2014	2014 General Election	31	POLL 031	3095	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	3
LEE	Lee	10218	11/04/2014	2014 General Election	31	POLL 031	3095	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	1
LEE	Lee	10218	11/04/2014	2014 General Election	31	POLL 031	3095	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	53
LEE	Lee	10218	11/04/2014	2014 General Election	32	POLL 032	4301	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	388
LEE	Lee	10218	11/04/2014	2014 General Election	32	POLL 032	4301	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	850
LEE	Lee	10218	11/04/2014	2014 General Election	32	POLL 032	4301	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	27
LEE	Lee	10218	11/04/2014	2014 General Election	32	POLL 032	4301	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	2
LEE	Lee	10218	11/04/2014	2014 General Election	32	POLL 032	4301	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	1
LEE	Lee	10218	11/04/2014	2014 General Election	32	POLL 032	4301	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	54
LEE	Lee	10218	11/04/2014	2014 General Election	33	POLL 033	2494	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	832
LEE	Lee	10218	11/04/2014	2014 General Election	33	POLL 033	2494	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	379
LEE	Lee	10218	11/04/2014	2014 General Election	33	POLL 033	2494	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	39
LEE	Lee	10218	11/04/2014	2014 General Election	33	POLL 033	2494	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	2
LEE	Lee	10218	11/04/2014	2014 General Election	33	POLL 033	2494	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	1
LEE	Lee	10218	11/04/2014	2014 General Election	33	POLL 033	2494	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	46
LEE	Lee	10218	11/04/2014	2014 General Election	34	POLL 034	3758	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	975
LEE	Lee	10218	11/04/2014	2014 General Election	34	POLL 034	3758	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	594
LEE	Lee	10218	11/04/2014	2014 General Election	34	POLL 034	3758	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	73
LEE	Lee	10218	11/04/2014	2014 General Election	34	POLL 034	3758	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	2
LEE	Lee	10218	11/04/2014	2014 General Election	34	POLL 034	3758	0	0	0	U.S. Representative	 District 19	140190	OverVotes	 	0	901	1
LEE	Lee	10218	11/04/2014	2014 General Election	34	POLL 034	3758	0	0	0	U.S. Representative	 District 19	140190	UnderVotes	 	0	902	50
LEE	Lee	10218	11/04/2014	2014 General Election	35	POLL 035	3585	0	0	0	U.S. Representative	 District 19	140190	Curt Clawson	REP	119336537	61335	1202
LEE	Lee	10218	11/04/2014	2014 General Election	35	POLL 035	3585	0	0	0	U.S. Representative	 District 19	140190	April Freeman	DEM	118485187	60363	695
LEE	Lee	10218	11/04/2014	2014 General Election	35	POLL 035	3585	0	0	0	U.S. Representative	 District 19	140190	Ray Netherwood	LPF	108876138	61457	54
LEE	Lee	10218	11/04/2014	2014 General Election	35	POLL 035	3585	0	0	0	U.S. Representative	 District 19	140190	WriteinVotes	 	0	900	3
